,year,total_renewable_energy(%),Country_code,country,is_aggregate
5167,2010,29.3767775506778,LAC,Latin America & Caribbean (excluding high income),True
5168,2010,4.83562159152557,ARB,Arab World,True
5171,2010,14.227913389653,LTE,Late-demographic dividend,True
5185,2010,38.1566630116378,TSA,South Asia (IDA & IBRD),True
5190,2010,6.4529448184641,TEC,Europe & Central Asia (IDA & IBRD countries),True
5192,2010,75.7135622523074,PRE,Pre-demographic dividend,True
5196,2010,60.5940711914845,IDB,IDA blend,True
5200,2010,11.2058888704594,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
5201,2010,16.7512897977865,IBD,IBRD only,True
5209,2010,29.7265690627625,SST,Small states,True
5218,2010,29.068340737703,LCN,Latin America & Caribbean,True
5226,2010,13.3754794114388,EMU,Euro area,True
5238,2010,38.1566630116378,SAS,South Asia,True
5242,2010,7.59280845232692,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
5246,2010,7.763243873979,CSS,Caribbean small states,True
5249,2011,21.5080308989151,IBT,IDA & IBRD total,True
5254,2011,12.7263364615484,EAS,East Asia & Pacific,True
5258,2011,10.9046224842115,OED,OECD members,True
5266,2011,7.43634228145233,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
5269,2011,8.84632068164214,CSS,Caribbean small states,True
5288,2011,6.04948456107391,TEC,Europe & Central Asia (IDA & IBRD countries),True
5290,2011,30.2495982731742,SST,Small states,True
5291,2011,36.8092713088936,TSA,South Asia (IDA & IBRD),True
5295,2011,60.1995707840284,IDB,IDA blend,True
5300,2011,11.0708127254411,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
5304,2011,74.6528191627611,PRE,Pre-demographic dividend,True
5306,2011,15.9538657957954,IBD,IBRD only,True
5311,2011,10.3374053454359,PST,Post-demographic dividend,True
5327,2011,69.9549214765695,SSF,Sub-Saharan Africa,True
5336,2011,11.0593308918401,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
5344,2011,28.7011302255696,LAC,Latin America & Caribbean (excluding high income),True
5345,2011,13.4939401643027,LTE,Late-demographic dividend,True
5347,2011,4.65946283874801,ARB,Arab World,True
5370,2011,14.7055801193074,EAP,East Asia & Pacific (excluding high income),True
5373,2011,21.6951261636734,MIC,Middle income,True
5382,2011,69.9702399260792,SSA,Sub-Saharan Africa (excluding high income),True
5385,2011,14.7046669134649,TEA,East Asia & Pacific (IDA & IBRD countries),True
5390,2011,31.4028947368421,PSS,Pacific island small states,True
5397,2011,13.4314628799734,EMU,Euro area,True
5407,2011,24.0855008274837,EAR,Early-demographic dividend,True
5408,2011,14.7499600707318,CEB,Central Europe and the Baltics,True
5412,2011,69.9549214765695,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
5413,2011,9.86206424776275,NAC,North America,True
5415,2011,23.408245686256,LMY,Low & middle income,True
5431,2011,69.9942562944391,IDX,IDA only,True
5437,2011,75.2902390351355,LDC,Least developed countries: UN classification,True
5438,2011,40.4458062116422,OSS,Other small states,True
5441,2011,10.7258330443851,ECS,Europe & Central Asia,True
5452,2011,28.7713961731801,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
5457,2011,16.6987205578704,WLD,World,True
5465,2011,7.06633152811845,ECA,Europe & Central Asia (excluding high income),True
5469,2011,64.9875878296829,IDA,IDA total,True
5475,2011,78.8967629817918,HPC,Heavily indebted poor countries (HIPC),True
5478,2011,28.4958595093532,LCN,Latin America & Caribbean,True
5482,2011,36.8092713088936,SAS,South Asia,True
5495,2011,14.6250037786311,EUU,European Union,True
5499,2011,62.8052791594478,AFE,Africa Eastern and Southern,True
5500,2011,79.282287064176,AFW,Africa Western and Central,True
5501,2012,61.4099642987411,AFE,Africa Eastern and Southern,True
5505,2012,16.0530317099573,EUU,European Union,True
5509,2012,21.3971364601676,IBT,IDA & IBRD total,True
5511,2012,12.7952806131987,EAS,East Asia & Pacific,True
5517,2012,11.3823454495312,OED,OECD members,True
5521,2012,7.4990959908438,ECA,Europe & Central Asia (excluding high income),True
5526,2012,65.6347840271434,IDA,IDA total,True
5530,2012,77.8546208866133,HPC,Heavily indebted poor countries (HIPC),True
5545,2012,69.2375680788855,IDX,IDA only,True
5546,2012,16.8962150785112,WLD,World,True
5554,2012,74.1186152161421,LDC,Least developed countries: UN classification,True
5555,2012,40.7171691176471,OSS,Other small states,True
5573,2012,28.2092931078232,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
5581,2012,23.7687952198121,EAR,Early-demographic dividend,True
5585,2012,68.9684304535012,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
5588,2012,23.216711782471,LMY,Low & middle income,True
5596,2012,31.2037135278515,PSS,Pacific island small states,True
5598,2012,15.6926044784711,CEB,Central Europe and the Baltics,True
5609,2012,21.5565386983821,MIC,Middle income,True
5610,2012,10.0055359347168,NAC,North America,True
5614,2012,68.9835488501321,SSA,Sub-Saharan Africa (excluding high income),True
5623,2012,14.891399177858,EMU,Euro area,True
5634,2012,11.5800703095476,ECS,Europe & Central Asia,True
5641,2012,28.0419793983269,LAC,Latin America & Caribbean (excluding high income),True
5643,2012,13.5583905267186,LTE,Late-demographic dividend,True
5646,2012,4.44428218260031,ARB,Arab World,True
5653,2012,14.7136828117177,EAP,East Asia & Pacific (excluding high income),True
5660,2012,68.9684304535012,SSF,Sub-Saharan Africa,True
5666,2012,10.855740352061,PST,Post-demographic dividend,True
5668,2012,11.0384456368474,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
5673,2012,14.7099408406947,TEA,East Asia & Pacific (IDA & IBRD countries),True
5678,2012,36.3851888844937,TSA,South Asia (IDA & IBRD),True
5693,2012,62.2040325368952,IDB,IDA blend,True
5699,2012,11.0420215371111,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
5710,2012,73.1865442433771,PRE,Pre-demographic dividend,True
5713,2012,15.8795392491567,IBD,IBRD only,True
5724,2012,6.28402287149414,TEC,Europe & Central Asia (IDA & IBRD countries),True
5725,2012,30.1846016646849,SST,Small states,True
5726,2012,27.9411911085897,LCN,Latin America & Caribbean,True
5728,2012,36.3851888844937,SAS,South Asia,True
5741,2012,7.19138786591317,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
5745,2012,7.93956806787505,CSS,Caribbean small states,True
5748,2012,78.4812300030604,AFW,Africa Western and Central,True
5763,2013,70.0688971913976,IDX,IDA only,True
5767,2013,17.1692464159295,WLD,World,True
5771,2013,11.1442150564461,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
5780,2013,7.23035612797874,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
5789,2013,15.7321440646131,EMU,Euro area,True
5798,2013,21.5681055110978,IBT,IDA & IBRD total,True
5805,2013,12.2761565609349,ECS,Europe & Central Asia,True
5810,2013,10.3906457230113,NAC,North America,True
5811,2013,21.5276571634814,MIC,Middle income,True
5812,2013,23.2437945857219,LMY,Low & middle income,True
5813,2013,6.8601581027668,CSS,Caribbean small states,True
5822,2013,16.0171385968997,IBD,IBRD only,True
5828,2013,73.4516390735312,LDC,Least developed countries: UN classification,True
5840,2013,8.04245729281583,ECA,Europe & Central Asia (excluding high income),True
5841,2013,11.877535320146,OED,OECD members,True
5847,2013,24.0275019293983,EAR,Early-demographic dividend,True
5849,2013,41.1903048108704,OSS,Other small states,True
5851,2013,28.0091335892334,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
5853,2013,61.9371685909771,IDB,IDA blend,True
5855,2013,14.5828878425143,TEA,East Asia & Pacific (IDA & IBRD countries),True
5865,2013,11.3357713927499,PST,Post-demographic dividend,True
5870,2013,31.0864532019704,PSS,Pacific island small states,True
5880,2013,72.2325804041222,PRE,Pre-demographic dividend,True
5884,2013,27.7875791624106,LAC,Latin America & Caribbean (excluding high income),True
5894,2013,36.6107558472827,SAS,South Asia,True
5900,2013,30.3387854927225,SST,Small states,True
5901,2013,6.84165697411543,TEC,Europe & Central Asia (IDA & IBRD countries),True
5909,2013,36.6107558472827,TSA,South Asia (IDA & IBRD),True
5910,2013,27.7426663261076,LCN,Latin America & Caribbean,True
5919,2013,16.7974520279699,EUU,European Union,True
5924,2013,13.6510906148841,LTE,Late-demographic dividend,True
5926,2013,67.8510971013982,SSF,Sub-Saharan Africa,True
5944,2013,67.8647317156227,SSA,Sub-Saharan Africa (excluding high income),True
5951,2013,14.6049166091883,EAP,East Asia & Pacific (excluding high income),True
5953,2013,4.48323739439238,ARB,Arab World,True
5960,2013,77.654981472332,HPC,Heavily indebted poor countries (HIPC),True
5970,2013,16.6612114024685,CEB,Central Europe and the Baltics,True
5977,2013,65.9170351063927,IDA,IDA total,True
5986,2013,67.8510971013982,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
5990,2013,11.1424728929043,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
6002,2013,12.807588042962,EAS,East Asia & Pacific,True
6004,2013,76.7014987422216,AFW,Africa Western and Central,True
6010,2013,60.8017990466951,AFE,Africa Eastern and Southern,True
6014,2014,61.2358816947099,AFE,Africa Eastern and Southern,True
6018,2014,67.6452011850627,SSA,Sub-Saharan Africa (excluding high income),True
6019,2014,17.0702957655506,CEB,Central Europe and the Baltics,True
6024,2014,27.8888829813823,LAC,Latin America & Caribbean (excluding high income),True
6027,2014,35.5096522398152,SAS,South Asia,True
6039,2014,7.07122180407551,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
6044,2014,6.52584380803076,TEC,Europe & Central Asia (IDA & IBRD countries),True
6048,2014,30.1999766218586,SST,Small states,True
6049,2014,16.003291533954,IBD,IBRD only,True
6052,2014,41.5939404934688,OSS,Other small states,True
6062,2014,17.3299951573821,WLD,World,True
6064,2014,11.0400705993001,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
6070,2014,17.4415753867716,EUU,European Union,True
6074,2014,31.2214953271028,PSS,Pacific island small states,True
6089,2014,13.1772220799983,EAS,East Asia & Pacific,True
6090,2014,21.5287778759064,IBT,IDA & IBRD total,True
6096,2014,12.4321725847963,ECS,Europe & Central Asia,True
6097,2014,27.7215959010541,LCN,Latin America & Caribbean,True
6107,2014,35.5096522398152,TSA,South Asia (IDA & IBRD),True
6110,2014,27.9234565266568,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
6122,2014,7.75696722378988,ECA,Europe & Central Asia (excluding high income),True
6123,2014,12.1275743053496,OED,OECD members,True
6126,2014,65.5180418773844,IDA,IDA total,True
6129,2014,11.6687849102506,PST,Post-demographic dividend,True
6140,2014,11.0410170572294,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
6142,2014,14.8262934267536,TEA,East Asia & Pacific (IDA & IBRD countries),True
6155,2014,10.4893842157596,NAC,North America,True
6163,2014,21.5009500348231,MIC,Middle income,True
6164,2014,23.2603600821106,LMY,Low & middle income,True
6167,2014,4.35137245136187,ARB,Arab World,True
6170,2014,13.7969449361474,LTE,Late-demographic dividend,True
6179,2014,67.6303707658131,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
6180,2014,67.6303707658131,SSF,Sub-Saharan Africa,True
6183,2014,72.7170196904253,PRE,Pre-demographic dividend,True
6194,2014,6.01613766730402,CSS,Caribbean small states,True
6201,2014,77.378161792632,HPC,Heavily indebted poor countries (HIPC),True
6211,2014,61.535451528507,IDB,IDA blend,True
6222,2014,14.8403680079479,EAP,East Asia & Pacific (excluding high income),True
6226,2014,16.3316892257358,EMU,Euro area,True
6236,2014,72.8033051049145,LDC,Least developed countries: UN classification,True
6254,2014,69.5857709069388,IDX,IDA only,True
6262,2014,23.4924369677916,EAR,Early-demographic dividend,True
6265,2014,75.7410088804396,AFW,Africa Western and Central,True
6267,2015,21.6163623919511,IBT,IDA & IBRD total,True
6270,2015,28.4881357094781,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
6271,2015,23.2788830905664,EAR,Early-demographic dividend,True
6276,2015,69.2695625897768,IDX,IDA only,True
6280,2015,61.6702780479896,AFE,Africa Eastern and Southern,True
6281,2015,17.1594982078853,CEB,Central Europe and the Baltics,True
6292,2015,16.3581309358884,EMU,Euro area,True
6302,2015,72.6420499355701,LDC,Least developed countries: UN classification,True
6307,2015,68.0411125352474,SSA,Sub-Saharan Africa (excluding high income),True
6311,2015,73.339891666412,PRE,Pre-demographic dividend,True
6332,2015,68.0255515815612,SSF,Sub-Saharan Africa,True
6335,2015,76.5530574120486,HPC,Heavily indebted poor countries (HIPC),True
6343,2015,61.7521936459909,IDB,IDA blend,True
6353,2015,16.0209177851331,IBD,IBRD only,True
6355,2015,10.3923884465868,NAC,North America,True
6357,2015,4.21496941236506,ARB,Arab World,True
6359,2015,13.7947562846974,LTE,Late-demographic dividend,True
6361,2015,11.2881808687104,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
6374,2015,28.4779962097861,LAC,Latin America & Caribbean (excluding high income),True
6376,2015,68.0255515815612,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
6385,2015,8.89374944135576,ECA,Europe & Central Asia (excluding high income),True
6386,2015,21.533134520195,MIC,Middle income,True
6387,2015,23.351980133742,LMY,Low & middle income,True
6399,2015,14.5102816361425,TEA,East Asia & Pacific (IDA & IBRD countries),True
6400,2015,12.8744480605886,ECS,Europe & Central Asia,True
6404,2015,12.2611450949417,OED,OECD members,True
6407,2015,65.4970691927081,IDA,IDA total,True
6410,2015,11.8425604176608,PST,Post-demographic dividend,True
6414,2015,12.9820393664344,EAS,East Asia & Pacific,True
6421,2015,34.8834168535168,TSA,South Asia (IDA & IBRD),True
6433,2015,17.4035082673572,WLD,World,True
6447,2015,31.3321759259259,PSS,Pacific island small states,True
6462,2015,11.2870521999878,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
6471,2015,17.6122764341327,EUU,European Union,True
6472,2015,28.2446666189275,LCN,Latin America & Caribbean,True
6475,2015,34.8834168535168,SAS,South Asia,True
6476,2015,6.91555148923036,TEC,Europe & Central Asia (IDA & IBRD countries),True
6486,2015,42.5760198652004,OSS,Other small states,True
6489,2015,6.1973602484472,CSS,Caribbean small states,True
6497,2015,31.1755146888735,SST,Small states,True
6510,2015,14.5349935193322,EAP,East Asia & Pacific (excluding high income),True
6513,2015,76.181670524591,AFW,Africa Western and Central,True
6519,2015,7.08007314623562,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
6527,2016,68.2872983784982,IDX,IDA only,True
6536,2016,31.3734949541816,SST,Small states,True
6541,2016,34.2074772429003,SAS,South Asia,True
6550,2016,7.04015093233689,TEC,Europe & Central Asia (IDA & IBRD countries),True
6551,2016,14.9330102136904,EAP,East Asia & Pacific (excluding high income),True
6556,2016,28.8850327404841,LCN,Latin America & Caribbean,True
6557,2016,17.523235814157,EUU,European Union,True
6571,2016,12.8866548739741,ECS,Europe & Central Asia,True
6575,2016,34.2074772429003,TSA,South Asia (IDA & IBRD),True
6582,2016,9.05362050305208,ECA,Europe & Central Asia (excluding high income),True
6583,2016,12.432384629223,OED,OECD members,True
6590,2016,23.5956286475448,LMY,Low & middle income,True
6592,2016,10.724670511025,NAC,North America,True
6597,2016,29.1948567179388,LAC,Latin America & Caribbean (excluding high income),True
6605,2016,4.29077756155343,ARB,Arab World,True
6615,2016,67.9625238161754,SSF,Sub-Saharan Africa,True
6620,2016,14.1053604502349,LTE,Late-demographic dividend,True
6623,2016,21.7581991859733,MIC,Middle income,True
6625,2016,72.8428194718611,PRE,Pre-demographic dividend,True
6635,2016,16.3684648688886,EMU,Euro area,True
6640,2016,67.9804339199785,SSA,Sub-Saharan Africa (excluding high income),True
6647,2016,16.8577627377285,CEB,Central Europe and the Baltics,True
6657,2016,71.7069864304561,LDC,Least developed countries: UN classification,True
6671,2016,67.9625238161754,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
6673,2016,76.0862841962469,HPC,Heavily indebted poor countries (HIPC),True
6675,2016,16.2845965537743,IBD,IBRD only,True
6685,2016,11.1456851493979,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
6691,2016,14.9020380294471,TEA,East Asia & Pacific (IDA & IBRD countries),True
6701,2016,13.3311956056945,EAS,East Asia & Pacific,True
6705,2016,12.0622071586832,PST,Post-demographic dividend,True
6710,2016,64.3516706620498,IDA,IDA total,True
6722,2016,17.6281084915531,WLD,World,True
6734,2016,28.8504854368932,PSS,Pacific island small states,True
6738,2016,11.1503064832308,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
6750,2016,42.1565383945673,OSS,Other small states,True
6761,2016,23.2789953267586,EAR,Early-demographic dividend,True
6762,2016,29.1484835734771,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
6765,2016,60.4836460271951,IDB,IDA blend,True
6766,2016,21.8132582722264,IBT,IDA & IBRD total,True
6767,2016,6.68268450932684,CSS,Caribbean small states,True
6770,2016,7.10925108984167,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
6771,2016,61.8228841937413,AFE,Africa Eastern and Southern,True
6773,2016,75.7968398295924,AFW,Africa Western and Central,True
6776,2017,22.9476250496601,EAR,Early-demographic dividend,True
6782,2017,76.1016805879549,AFW,Africa Western and Central,True
6786,2017,11.2091690751112,NAC,North America,True
6787,2017,23.6364337035659,LMY,Low & middle income,True
6789,2017,33.5888874710393,TSA,South Asia (IDA & IBRD),True
6796,2017,28.9891402714932,PSS,Pacific island small states,True
6800,2017,41.4366535230585,OSS,Other small states,True
6803,2017,7.41293833131802,CSS,Caribbean small states,True
6804,2017,59.7969449026188,IDB,IDA blend,True
6806,2017,17.8541835016377,WLD,World,True
6815,2017,6.75633843243037,TEC,Europe & Central Asia (IDA & IBRD countries),True
6818,2017,12.4846381438532,PST,Post-demographic dividend,True
6831,2017,70.6528427025745,LDC,Least developed countries: UN classification,True
6832,2017,8.68104031424437,ECA,Europe & Central Asia (excluding high income),True
6844,2017,29.6408830785882,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
6858,2017,13.5844394239657,EAS,East Asia & Pacific,True
6864,2017,72.7571519329351,PRE,Pre-demographic dividend,True
6866,2017,29.7622014930472,LAC,Latin America & Caribbean (excluding high income),True
6873,2017,21.8333716725747,IBT,IDA & IBRD total,True
6880,2017,63.4625486644428,IDA,IDA total,True
6884,2017,10.943060961286,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
6893,2017,12.7954391065077,OED,OECD members,True
6900,2017,75.9193473348398,HPC,Heavily indebted poor countries (HIPC),True
6902,2017,16.4703987047156,CEB,Central Europe and the Baltics,True
6903,2017,67.8175544668556,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
6911,2017,31.1677364093193,SST,Small states,True
6932,2017,15.1598217902853,EAP,East Asia & Pacific (excluding high income),True
6933,2017,33.5888874710393,SAS,South Asia,True
6939,2017,16.3923000534023,IBD,IBRD only,True
6945,2017,67.8350236280696,SSA,Sub-Saharan Africa (excluding high income),True
6957,2017,16.5848140905158,EMU,Euro area,True
6960,2017,67.8175544668556,SSF,Sub-Saharan Africa,True
6964,2017,17.6857102209371,EUU,European Union,True
6965,2017,29.4068241645848,LCN,Latin America & Caribbean,True
6969,2017,21.8466187128767,MIC,Middle income,True
6975,2017,4.3581617981618,ARB,Arab World,True
6978,2017,12.8819075023182,ECS,Europe & Central Asia,True
6986,2017,14.3601698499908,LTE,Late-demographic dividend,True
7006,2017,15.1902273112057,TEA,East Asia & Pacific (IDA & IBRD countries),True
7009,2017,10.9413685116146,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
7026,2017,7.14927454903901,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
7028,2017,67.1926478978048,IDX,IDA only,True
7030,2017,61.4269497576408,AFE,Africa Eastern and Southern,True
7031,2018,75.4765777368905,AFW,Africa Western and Central,True
7043,2018,69.6689273124056,LDC,Least developed countries: UN classification,True
7064,2018,15.2801719188239,TEA,East Asia & Pacific (IDA & IBRD countries),True
7066,2018,67.6660713231228,SSF,Sub-Saharan Africa,True
7075,2018,14.7113402854056,LTE,Late-demographic dividend,True
7078,2018,67.6846305852535,SSA,Sub-Saharan Africa (excluding high income),True
7084,2018,33.8834998158718,TSA,South Asia (IDA & IBRD),True
7088,2018,23.7294321628033,LMY,Low & middle income,True
7092,2018,18.7249884796166,EUU,European Union,True
7093,2018,30.252639118551,LCN,Latin America & Caribbean,True
7095,2018,21.9723469245979,MIC,Middle income,True
7096,2018,11.3114262085469,NAC,North America,True
7114,2018,15.2617412584325,EAP,East Asia & Pacific (excluding high income),True
7120,2018,33.8834998158718,SAS,South Asia,True
7122,2018,66.0568216095439,IDX,IDA only,True
7124,2018,16.6268066421204,IBD,IBRD only,True
7130,2018,4.50425823426351,ARB,Arab World,True
7145,2018,75.2520183545811,HPC,Heavily indebted poor countries (HIPC),True
7147,2018,67.6660713231228,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
7156,2018,13.2024399046234,OED,OECD members,True
7159,2018,32.2826634877384,SST,Small states,True
7166,2018,10.9557039236004,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
7173,2018,9.10455322874983,ECA,Europe & Central Asia (excluding high income),True
7191,2018,13.4797382823169,ECS,Europe & Central Asia,True
7193,2018,18.1476863313142,CEB,Central Europe and the Baltics,True
7196,2018,13.7870493058758,EAS,East Asia & Pacific,True
7202,2018,7.25779989922942,TEC,Europe & Central Asia (IDA & IBRD countries),True
7205,2018,71.906862473446,PRE,Pre-demographic dividend,True
7207,2018,30.6220212475155,LAC,Latin America & Caribbean (excluding high income),True
7211,2018,42.3626099950191,OSS,Other small states,True
7221,2018,63.0596732632859,IDA,IDA total,True
7238,2018,21.9590062576992,IBT,IDA & IBRD total,True
7243,2018,18.1052270747944,WLD,World,True
7250,2018,17.5734985579415,EMU,Euro area,True
7254,2018,30.4953793252595,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
7256,2018,12.8576178839564,PST,Post-demographic dividend,True
7262,2018,10.9619732223084,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
7269,2018,60.0455922831853,IDB,IDA blend,True
7275,2018,7.30858693459966,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
7278,2018,27.3537444933921,PSS,Pacific island small states,True
7281,2018,23.0553629444334,EAR,Early-demographic dividend,True
7283,2018,7.1973830973831,CSS,Caribbean small states,True
7285,2018,61.5875298317964,AFE,Africa Eastern and Southern,True
7301,2019,15.1930553100861,LTE,Late-demographic dividend,True
7304,2019,68.1693850218034,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
7314,2019,11.4865470725413,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
7317,2019,11.4771071770715,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
7321,2019,19.3440009483852,EUU,European Union,True
7331,2019,68.1693850218034,SSF,Sub-Saharan Africa,True
7332,2019,10.0324286162535,ECA,Europe & Central Asia (excluding high income),True
7339,2019,18.1503858953027,EMU,Euro area,True
7359,2019,34.4293579877468,TSA,South Asia (IDA & IBRD),True
7362,2019,63.4454503938806,IDA,IDA total,True
7366,2019,18.5751641385934,WLD,World,True
7372,2019,11.5807525012806,NAC,North America,True
7377,2019,22.4899574267419,MIC,Middle income,True
7378,2019,74.8448133256749,HPC,Heavily indebted poor countries (HIPC),True
7382,2019,30.6248117743588,LCN,Latin America & Caribbean,True
7387,2019,4.70633158020559,ARB,Arab World,True
7394,2019,7.59012527634488,TEC,Europe & Central Asia (IDA & IBRD countries),True
7406,2019,15.6869369882801,EAP,East Asia & Pacific (excluding high income),True
7410,2019,18.8601539560352,CEB,Central Europe and the Baltics,True
7417,2019,14.0059727126658,ECS,Europe & Central Asia,True
7420,2019,34.4293579877468,SAS,South Asia,True
7422,2019,31.6559924886778,SST,Small states,True
7432,2019,24.2477140331693,LMY,Low & middle income,True
7435,2019,66.1344154982874,IDX,IDA only,True
7440,2019,23.4235915027361,EAR,Early-demographic dividend,True
7448,2019,13.6864487000325,OED,OECD members,True
7452,2019,31.0995992132705,LAC,Latin America & Caribbean (excluding high income),True
7461,2019,17.0666276982215,IBD,IBRD only,True
7481,2019,60.7067624481493,IDB,IDA blend,True
7484,2019,71.4398709500275,PRE,Pre-demographic dividend,True
7489,2019,22.4318628279228,IBT,IDA & IBRD total,True
7491,2019,5.88822815533981,CSS,Caribbean small states,True
7494,2019,42.3904707420726,OSS,Other small states,True
7498,2019,30.8730849505438,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
7500,2019,13.2726556995631,PST,Post-demographic dividend,True
7509,2019,27.3889848812095,PSS,Pacific island small states,True
7510,2019,69.5024909470932,LDC,Least developed countries: UN classification,True
7523,2019,68.1866925105485,SSA,Sub-Saharan Africa (excluding high income),True
7529,2019,14.2375892668268,EAS,East Asia & Pacific,True
7531,2019,15.7206717226655,TEA,East Asia & Pacific (IDA & IBRD countries),True
7536,2019,7.59670819188084,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
7539,2019,75.0787881678252,AFW,Africa Western and Central,True
7540,2019,62.6907096127666,AFE,Africa Eastern and Southern,True
7541,2020,75.846980103796,AFW,Africa Western and Central,True
7543,2020,7.54675702757893,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
7545,2020,65.7823798017466,AFE,Africa Eastern and Southern,True
7568,2020,29.425845410628,PSS,Pacific island small states,True
7569,2020,70.885707743194,LDC,Least developed countries: UN classification,True
7579,2020,23.435247290857,IBT,IDA & IBRD total,True
7581,2020,6.28843567906768,CSS,Caribbean small states,True
7585,2020,45.4042214532872,OSS,Other small states,True
7587,2020,34.4989632470857,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
7589,2020,14.4278548426441,PST,Post-demographic dividend,True
7604,2020,60.0736911684857,IDB,IDA blend,True
7606,2020,73.3285283869645,PRE,Pre-demographic dividend,True
7630,2020,14.8380363213872,OED,OECD members,True
7633,2020,19.8249328729026,EMU,Euro area,True
7635,2020,34.8009281991427,LAC,Latin America & Caribbean (excluding high income),True
7643,2020,18.0085051596372,IBD,IBRD only,True
7644,2020,25.2319411619148,LMY,Low & middle income,True
7646,2020,67.3560634206125,IDX,IDA only,True
7653,2020,24.9895503831566,EAR,Early-demographic dividend,True
7661,2020,15.106449203531,ECS,Europe & Central Asia,True
7662,2020,19.6977838168354,CEB,Central Europe and the Baltics,True
7663,2020,36.8864659122341,SAS,South Asia,True
7664,2020,34.2609139465875,SST,Small states,True
7682,2020,16.1762699381612,EAP,East Asia & Pacific (excluding high income),True
7690,2020,34.1964972995889,LCN,Latin America & Caribbean,True
7696,2020,5.17060073389405,ARB,Arab World,True
7703,2020,8.02684416318492,TEC,Europe & Central Asia (IDA & IBRD countries),True
7705,2020,19.7355641050053,WLD,World,True
7714,2020,12.4628823400948,NAC,North America,True
7715,2020,23.3730029547735,MIC,Middle income,True
7725,2020,63.7525629244284,IDA,IDA total,True
7729,2020,36.8864659122341,TSA,South Asia (IDA & IBRD),True
7733,2020,10.0604471757322,ECA,Europe & Central Asia (excluding high income),True
7748,2020,76.0353291030768,HPC,Heavily indebted poor countries (HIPC),True
7750,2020,11.2025085485546,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
7754,2020,21.0591470733795,EUU,European Union,True
7762,2020,70.2701133853785,SSF,Sub-Saharan Africa,True
7767,2020,70.2882962400544,SSA,Sub-Saharan Africa (excluding high income),True
7775,2020,14.8081424064458,EAS,East Asia & Pacific,True
7779,2020,16.2041019103429,TEA,East Asia & Pacific (IDA & IBRD countries),True
7782,2020,15.8291260683112,LTE,Late-demographic dividend,True
