,year,total_renewable_energy(%),Country_code,country,is_aggregate
2584,2000,28.674511536762,LAC,Latin America & Caribbean (excluding high income),True
2588,2000,22.4699992122275,EAS,East Asia & Pacific,True
2594,2000,28.4987826663039,LCN,Latin America & Caribbean,True
2596,2000,5.77687830938613,TEC,Europe & Central Asia (IDA & IBRD countries),True
2607,2000,32.2310164064876,MIC,Middle income,True
2615,2000,21.6296317925485,LTE,Late-demographic dividend,True
2619,2000,17.5262813966932,WLD,World,True
2622,2000,30.4115078474481,EAR,Early-demographic dividend,True
2623,2000,6.99794051078638,NAC,North America,True
2625,2000,8.97097778304585,EUU,European Union,True
2634,2000,72.6431059468747,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
2645,2000,67.6196746762415,IDA,IDA total,True
2649,2000,85.3583528760041,HPC,Heavily indebted poor countries (HIPC),True
2652,2000,77.4297504047491,IDX,IDA only,True
2656,2000,9.93462832051322,CEB,Central Europe and the Baltics,True
2657,2000,72.6579257549061,SSA,Sub-Saharan Africa (excluding high income),True
2675,2000,72.6431059468747,SSF,Sub-Saharan Africa,True
2681,2000,58.7954757830609,IDB,IDA blend,True
2683,2000,11.3438453713123,CSS,Caribbean small states,True
2686,2000,7.75334126302278,OED,OECD members,True
2688,2000,49.1786444751449,TSA,South Asia (IDA & IBRD),True
2690,2000,49.1786444751449,SAS,South Asia,True
2696,2000,34.8842401021711,OSS,Other small states,True
2704,2000,29.2034754750625,IBT,IDA & IBRD total,True
2708,2000,43.3202099737533,PSS,Pacific island small states,True
2710,2000,6.68620917917034,ARB,Arab World,True
2713,2000,28.0068348770361,SST,Small states,True
2716,2000,83.1015124875548,AFW,Africa Western and Central,True
2719,2000,78.3300233770905,PRE,Pre-demographic dividend,True
2723,2000,65.3858665294723,AFE,Africa Eastern and Southern,True
2731,2001,7.60911900870341,ECS,Europe & Central Asia,True
2736,2001,33.2713805784655,LMY,Low & middle income,True
2738,2001,49.1670993642818,TSA,South Asia (IDA & IBRD),True
2745,2001,6.29470806028373,NAC,North America,True
2749,2001,6.51598735228951,ARB,Arab World,True
2767,2001,76.6386299861006,IDX,IDA only,True
2775,2001,31.6115329749273,MIC,Middle income,True
2780,2001,9.886920662836,CEB,Central Europe and the Baltics,True
2786,2001,22.9130162069356,IBD,IBRD only,True
2793,2001,38.2140664961637,PSS,Pacific island small states,True
2797,2001,34.4060049627792,OSS,Other small states,True
2798,2001,67.3222664226306,IDA,IDA total,True
2808,2001,12.83682104729,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
2819,2001,30.2824344933359,EAR,Early-demographic dividend,True
2822,2001,20.8661376739642,LTE,Late-demographic dividend,True
2827,2001,27.9199322021845,LCN,Latin America & Caribbean,True
2830,2001,12.848024215526,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
2834,2001,21.7860879921779,EAS,East Asia & Pacific,True
2841,2001,84.9516479758069,HPC,Heavily indebted poor countries (HIPC),True
2846,2001,17.2141012541802,WLD,World,True
2851,2001,28.0352220038788,LAC,Latin America & Caribbean (excluding high income),True
2854,2001,77.5561547357465,PRE,Pre-demographic dividend,True
2859,2001,6.74933608767742,PST,Post-demographic dividend,True
2861,2001,8.95821365646506,EUU,European Union,True
2867,2001,30.4766600589993,EAP,East Asia & Pacific (excluding high income),True
2872,2001,9.24963116469611,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
2894,2001,30.8543840241225,TEA,East Asia & Pacific (IDA & IBRD countries),True
2897,2001,27.0383106856084,SST,Small states,True
2898,2001,5.70512702235186,TEC,Europe & Central Asia (IDA & IBRD countries),True
2914,2001,27.9857754927164,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
2915,2001,72.5205626381098,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
2919,2001,72.5387265153447,SSA,Sub-Saharan Africa (excluding high income),True
2923,2001,7.87967318793515,EMU,Euro area,True
2928,2001,7.46341990667124,ECA,Europe & Central Asia (excluding high income),True
2933,2001,83.0408137064604,LDC,Least developed countries: UN classification,True
2934,2001,49.1670993642818,SAS,South Asia,True
2947,2001,72.5205626381098,SSF,Sub-Saharan Africa,True
2952,2001,28.756966654433,IBT,IDA & IBRD total,True
2957,2001,10.4633576642336,CSS,Caribbean small states,True
2961,2001,7.39910129078992,OED,OECD members,True
2964,2001,58.9012101457864,IDB,IDA blend,True
2966,2001,81.9392428609391,AFW,Africa Western and Central,True
2973,2001,65.8173627780445,AFE,Africa Eastern and Southern,True
2980,2002,81.7355279822687,AFW,Africa Western and Central,True
2985,2002,6.35988226243436,ARB,Arab World,True
2990,2002,7.57546823402183,ECS,Europe & Central Asia,True
2996,2002,32.6657077468558,LMY,Low & middle income,True
2997,2002,47.9380788404799,TSA,South Asia (IDA & IBRD),True
3003,2002,7.52963978899774,ECA,Europe & Central Asia (excluding high income),True
3008,2002,72.0035422141919,SSF,Sub-Saharan Africa,True
3015,2002,7.72741121092807,EMU,Euro area,True
3022,2002,72.0215987973285,SSA,Sub-Saharan Africa (excluding high income),True
3024,2002,82.6109209826965,LDC,Least developed countries: UN classification,True
3032,2002,47.9380788404799,SAS,South Asia,True
3035,2002,72.0035422141919,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
3047,2002,29.6069654396592,TEA,East Asia & Pacific (IDA & IBRD countries),True
3050,2002,5.76921609440525,TEC,Europe & Central Asia (IDA & IBRD countries),True
3053,2002,28.6289640352186,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
3064,2002,27.882881773399,SST,Small states,True
3073,2002,28.6116677151485,LAC,Latin America & Caribbean (excluding high income),True
3078,2002,8.85977327804269,EUU,European Union,True
3084,2002,29.2833650336476,EAP,East Asia & Pacific (excluding high income),True
3088,2002,9.18439815609769,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
3090,2002,17.2206557859887,WLD,World,True
3103,2002,12.8397048283667,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
3108,2002,21.1665092061506,EAS,East Asia & Pacific,True
3114,2002,84.4545528836959,HPC,Heavily indebted poor countries (HIPC),True
3119,2002,77.7336427408946,PRE,Pre-demographic dividend,True
3125,2002,20.665536308967,LTE,Late-demographic dividend,True
3132,2002,28.526904727315,LCN,Latin America & Caribbean,True
3142,2002,12.813688252485,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
3143,2002,6.81403486435157,PST,Post-demographic dividend,True
3145,2002,29.6019530457092,EAR,Early-demographic dividend,True
3152,2002,22.5539877436238,IBD,IBRD only,True
3161,2002,41.8976,PSS,Pacific island small states,True
3165,2002,67.2435642247321,IDA,IDA total,True
3173,2002,34.8973229496228,OSS,Other small states,True
3175,2002,30.9634878067641,MIC,Middle income,True
3179,2002,10.1651233390795,CEB,Central Europe and the Baltics,True
3196,2002,76.2397735224887,IDX,IDA only,True
3201,2002,28.4620294366149,IBT,IDA & IBRD total,True
3205,2002,10.9455765407555,CSS,Caribbean small states,True
3210,2002,7.48717816862848,OED,OECD members,True
3213,2002,59.097088474877,IDB,IDA blend,True
3219,2002,6.49353145956929,NAC,North America,True
3225,2002,65.0992811815578,AFE,Africa Eastern and Southern,True
3234,2003,31.4386353508847,LMY,Low & middle income,True
3239,2003,7.6788565938799,ECS,Europe & Central Asia,True
3242,2003,64.6151241962775,AFE,Africa Eastern and Southern,True
3254,2003,59.3760404153803,IDB,IDA blend,True
3256,2003,80.7104497731199,AFW,Africa Western and Central,True
3262,2003,75.598263871884,IDX,IDA only,True
3271,2003,6.90995667354364,NAC,North America,True
3276,2003,67.1356806109481,IDA,IDA total,True
3280,2003,34.679399243141,OSS,Other small states,True
3281,2003,10.2752610927543,CEB,Central Europe and the Baltics,True
3286,2003,29.6994871094706,MIC,Middle income,True
3287,2003,21.5634346494163,IBD,IBRD only,True
3304,2003,29.033800310868,EAR,Early-demographic dividend,True
3306,2003,7.12597928148982,PST,Post-demographic dividend,True
3307,2003,12.9420466347435,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
3314,2003,19.5085643879237,LTE,Late-demographic dividend,True
3322,2003,78.5384429771645,PRE,Pre-demographic dividend,True
3331,2003,17.067470633117,WLD,World,True
3341,2003,84.270327212806,HPC,Heavily indebted poor countries (HIPC),True
3347,2003,37.7193798449612,PSS,Pacific island small states,True
3354,2003,27.2502846868445,SST,Small states,True
3359,2003,29.0446078906691,LCN,Latin America & Caribbean,True
3362,2003,19.8363938905982,EAS,East Asia & Pacific,True
3364,2003,9.24891789838676,EUU,European Union,True
3368,2003,29.2538816925734,LAC,Latin America & Caribbean (excluding high income),True
3370,2003,12.9698091599557,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
3373,2003,9.25438557193234,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
3377,2003,26.642756693053,EAP,East Asia & Pacific (excluding high income),True
3382,2003,47.6673480035601,SAS,South Asia,True
3394,2003,29.1928289531382,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
3398,2003,5.64950276023539,TEC,Europe & Central Asia (IDA & IBRD countries),True
3404,2003,26.9036923956426,TEA,East Asia & Pacific (IDA & IBRD countries),True
3414,2003,8.27676091115823,EMU,Euro area,True
3420,2003,71.3143236451567,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
3433,2003,81.4191737213528,LDC,Least developed countries: UN classification,True
3436,2003,71.3309731575453,SSA,Sub-Saharan Africa (excluding high income),True
3444,2003,47.6673480035601,TSA,South Asia (IDA & IBRD),True
3449,2003,71.3143236451567,SSF,Sub-Saharan Africa,True
3453,2003,7.30693300291376,ECA,Europe & Central Asia (excluding high income),True
3456,2003,27.4990846528317,IBT,IDA & IBRD total,True
3465,2003,7.76822251221727,OED,OECD members,True
3469,2003,10.0274405050996,CSS,Caribbean small states,True
3474,2003,6.46595494634639,ARB,Arab World,True
3478,2004,80.7905367283385,AFW,Africa Western and Central,True
3482,2004,6.74118351399042,ARB,Arab World,True
3492,2004,63.6780350675331,AFE,Africa Eastern and Southern,True
3495,2004,29.4888107885243,LMY,Low & middle income,True
3499,2004,7.93527297018763,ECS,Europe & Central Asia,True
3508,2004,46.9997926724521,TSA,South Asia (IDA & IBRD),True
3513,2004,70.8052521152658,SSF,Sub-Saharan Africa,True
3515,2004,7.38659560693208,ECA,Europe & Central Asia (excluding high income),True
3525,2004,80.9903617758661,LDC,Least developed countries: UN classification,True
3528,2004,70.8238972496108,SSA,Sub-Saharan Africa (excluding high income),True
3532,2004,46.9997926724521,SAS,South Asia,True
3537,2004,8.53780185867499,EMU,Euro area,True
3544,2004,70.8052521152658,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
3549,2004,29.0032130411343,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
3551,2004,5.88133511209109,TEC,Europe & Central Asia (IDA & IBRD countries),True
3556,2004,23.4592336952789,TEA,East Asia & Pacific (IDA & IBRD countries),True
3578,2004,9.54963915397878,EUU,European Union,True
3582,2004,29.0387512109203,LAC,Latin America & Caribbean (excluding high income),True
3587,2004,9.16325173786826,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
3593,2004,23.2719848484571,EAP,East Asia & Pacific (excluding high income),True
3596,2004,26.9271026682135,SST,Small states,True
3598,2004,12.706386923975,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
3600,2004,83.9450364180269,HPC,Heavily indebted poor countries (HIPC),True
3608,2004,17.9775346321832,EAS,East Asia & Pacific,True
3620,2004,28.8693246970421,LCN,Latin America & Caribbean,True
3626,2004,77.9349317672905,PRE,Pre-demographic dividend,True
3630,2004,7.35660986404122,PST,Post-demographic dividend,True
3635,2004,16.7834791518651,WLD,World,True
3639,2004,28.3764922132302,EAR,Early-demographic dividend,True
3641,2004,12.6763206832426,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
3644,2004,35.0321596244131,PSS,Pacific island small states,True
3651,2004,18.0329223717659,LTE,Late-demographic dividend,True
3656,2004,20.2986644309744,IBD,IBRD only,True
3671,2004,66.8527540120632,IDA,IDA total,True
3677,2004,10.7849700389784,CEB,Central Europe and the Baltics,True
3680,2004,27.7675276791111,MIC,Middle income,True
3685,2004,75.0011327841767,IDX,IDA only,True
3694,2004,7.1669590453524,NAC,North America,True
3697,2004,34.4053686635945,OSS,Other small states,True
3699,2004,26.1171565862039,IBT,IDA & IBRD total,True
3709,2004,7.99792720526407,OED,OECD members,True
3710,2004,10.0686854460094,CSS,Caribbean small states,True
3726,2004,59.3834807906034,IDB,IDA blend,True
3731,2005,70.5237330831511,SSF,Sub-Saharan Africa,True
3733,2005,80.759987018664,LDC,Least developed countries: UN classification,True
3737,2005,27.9193887771685,LMY,Low & middle income,True
3744,2005,70.539680944605,SSA,Sub-Saharan Africa (excluding high income),True
3745,2005,6.40448670890967,ARB,Arab World,True
3754,2005,8.2750689008543,OED,OECD members,True
3763,2005,27.8795150462726,EAR,Early-demographic dividend,True
3772,2005,7.50163259617031,NAC,North America,True
3776,2005,11.281127395073,CEB,Central Europe and the Baltics,True
3781,2005,20.7412125979338,EAP,East Asia & Pacific (excluding high income),True
3783,2005,26.2212618069493,MIC,Middle income,True
3789,2005,16.4297576010523,EAS,East Asia & Pacific,True
3795,2005,20.8868291125453,TEA,East Asia & Pacific (IDA & IBRD countries),True
3814,2005,8.29181865284284,ECS,Europe & Central Asia,True
3818,2005,7.64178402819778,PST,Post-demographic dividend,True
3819,2005,12.4448450201836,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
3820,2005,37.4314960629921,PSS,Pacific island small states,True
3823,2005,8.86348553535542,EMU,Euro area,True
3832,2005,7.2836157568398,ECA,Europe & Central Asia (excluding high income),True
3843,2005,83.9256979376258,HPC,Heavily indebted poor countries (HIPC),True
3846,2005,10.0205156530631,EUU,European Union,True
3847,2005,5.99664955248276,TEC,Europe & Central Asia (IDA & IBRD countries),True
3853,2005,78.0809457508779,PRE,Pre-demographic dividend,True
3867,2005,12.4721454152737,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
3873,2005,19.3136973097539,IBD,IBRD only,True
3881,2005,9.03795942767874,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
3883,2005,27.2333608360836,SST,Small states,True
3894,2005,46.222419891066,SAS,South Asia,True
3896,2005,25.0826783272947,IBT,IDA & IBRD total,True
3900,2005,66.7599113045394,IDA,IDA total,True
3907,2005,60.1143669239581,IDB,IDA blend,True
3929,2005,73.8050436381383,IDX,IDA only,True
3934,2005,28.9373842994788,LCN,Latin America & Caribbean,True
3939,2005,16.6370993331808,WLD,World,True
3946,2005,16.8127063266169,LTE,Late-demographic dividend,True
3949,2005,29.1868140682957,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
3950,2005,70.5237330831511,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
3956,2005,29.0811513732994,LAC,Latin America & Caribbean (excluding high income),True
3959,2005,46.222419891066,TSA,South Asia (IDA & IBRD),True
3964,2005,8.82919141160347,CSS,Caribbean small states,True
3972,2005,34.9750106337729,OSS,Other small states,True
3980,2005,80.9340336358309,AFW,Africa Western and Central,True
3981,2005,63.1090982683818,AFE,Africa Eastern and Southern,True
3988,2006,81.8733098332193,AFW,Africa Western and Central,True
4003,2006,6.19564709639159,ARB,Arab World,True
4008,2006,70.6146202545352,SSF,Sub-Saharan Africa,True
4024,2006,11.1059202329456,CEB,Central Europe and the Baltics,True
4032,2006,70.6146202545352,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
4033,2006,29.2883960377476,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
4035,2006,70.6297212213983,SSA,Sub-Saharan Africa (excluding high income),True
4040,2006,27.1651772172781,EAR,Early-demographic dividend,True
4042,2006,7.99064384156515,NAC,North America,True
4045,2006,19.7794500219053,EAP,East Asia & Pacific (excluding high income),True
4047,2006,29.1070203496388,LAC,Latin America & Caribbean (excluding high income),True
4054,2006,15.9686753943731,EAS,East Asia & Pacific,True
4062,2006,19.9088668343395,TEA,East Asia & Pacific (IDA & IBRD countries),True
4073,2006,25.4784722487914,MIC,Middle income,True
4077,2006,9.66669323919068,EMU,Euro area,True
4085,2006,45.2453053396588,TSA,South Asia (IDA & IBRD),True
4099,2006,28.9856660718838,LCN,Latin America & Caribbean,True
4100,2006,36.3674816625917,PSS,Pacific island small states,True
4103,2006,8.57521802832624,ECS,Europe & Central Asia,True
4110,2006,7.07847885220545,ECA,Europe & Central Asia (excluding high income),True
4116,2006,16.7290772224366,WLD,World,True
4121,2006,8.13944321805613,PST,Post-demographic dividend,True
4127,2006,78.1089116230743,PRE,Pre-demographic dividend,True
4128,2006,16.2710933355579,LTE,Late-demographic dividend,True
4136,2006,5.81734150154749,TEC,Europe & Central Asia (IDA & IBRD countries),True
4137,2006,12.0125380030703,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
4147,2006,10.6866219026938,EUU,European Union,True
4165,2006,83.1818878444874,HPC,Heavily indebted poor countries (HIPC),True
4170,2006,26.6335847609307,SST,Small states,True
4173,2006,66.3967663862666,IDA,IDA total,True
4175,2006,73.3938956177054,IDX,IDA only,True
4182,2006,12.0275723840766,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
4189,2006,18.7796426080362,IBD,IBRD only,True
4193,2006,8.66259508825461,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
4200,2006,59.7728436369701,IDB,IDA blend,True
4208,2006,24.4584394602454,IBT,IDA & IBRD total,True
4210,2006,45.2453053396588,SAS,South Asia,True
4216,2006,27.1612933367489,LMY,Low & middle income,True
4220,2006,80.1005342660568,LDC,Least developed countries: UN classification,True
4225,2006,9.42070063694267,CSS,Caribbean small states,True
4226,2006,33.1250047938639,OSS,Other small states,True
4232,2006,8.75159229776806,OED,OECD members,True
4235,2006,62.7381235737246,AFE,Africa Eastern and Southern,True
4250,2007,8.4238448802232,PST,Post-demographic dividend,True
4253,2007,9.008152485838,OED,OECD members,True
4255,2007,5.60004577861799,ARB,Arab World,True
4258,2007,59.7989247311828,IDB,IDA blend,True
4273,2007,43.5322600697748,SAS,South Asia,True
4274,2007,23.5801717590485,IBT,IDA & IBRD total,True
4276,2007,34.3738268461259,OSS,Other small states,True
4283,2007,18.0231697034131,IBD,IBRD only,True
4290,2007,8.52536082474227,CSS,Caribbean small states,True
4291,2007,78.8471069800247,LDC,Least developed countries: UN classification,True
4311,2007,7.94211967922515,NAC,North America,True
4314,2007,26.2096590198511,EAR,Early-demographic dividend,True
4321,2007,8.16463294723801,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
4322,2007,11.3862829485805,CEB,Central Europe and the Baltics,True
4330,2007,70.1243069363177,SSA,Sub-Saharan Africa (excluding high income),True
4331,2007,29.4162906928946,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
4332,2007,70.1100750427751,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
4339,2007,65.6601255015347,IDA,IDA total,True
4340,2007,26.8431092436975,SST,Small states,True
4345,2007,11.4371725209298,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
4350,2007,15.0789487832137,EAS,East Asia & Pacific,True
4356,2007,81.7362408698414,HPC,Heavily indebted poor countries (HIPC),True
4369,2007,29.3016422221868,LAC,Latin America & Caribbean (excluding high income),True
4375,2007,24.4020429130912,MIC,Middle income,True
4397,2007,11.7554752685425,EUU,European Union,True
4399,2007,18.442744793017,EAP,East Asia & Pacific (excluding high income),True
4400,2007,77.9827883948906,PRE,Pre-demographic dividend,True
4404,2007,5.75867132998041,TEC,Europe & Central Asia (IDA & IBRD countries),True
4410,2007,18.5148999605136,TEA,East Asia & Pacific (IDA & IBRD countries),True
4417,2007,6.63494298230947,ECA,Europe & Central Asia (excluding high income),True
4422,2007,15.5877124923454,LTE,Late-demographic dividend,True
4426,2007,43.5322600697748,TSA,South Asia (IDA & IBRD),True
4436,2007,11.414820556546,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
4444,2007,10.7583861009619,EMU,Euro area,True
4447,2007,9.14113260306134,ECS,Europe & Central Asia,True
4457,2007,34.2550368550369,PSS,Pacific island small states,True
4458,2007,29.0767468358782,LCN,Latin America & Caribbean,True
4462,2007,16.5374660334277,WLD,World,True
4469,2007,71.8570857444585,IDX,IDA only,True
4481,2007,70.1100750427751,SSF,Sub-Saharan Africa,True
4482,2007,26.0356980684312,LMY,Low & middle income,True
4484,2007,61.5051686589556,AFE,Africa Eastern and Southern,True
4486,2007,82.3300149481968,AFW,Africa Western and Central,True
4489,2008,81.2111702741465,AFW,Africa Western and Central,True
4491,2008,61.9080266133138,AFE,Africa Eastern and Southern,True
4497,2008,25.5598205553574,LMY,Low & middle income,True
4510,2008,8.91292216843766,PST,Post-demographic dividend,True
4520,2008,36.9616666666667,PSS,Pacific island small states,True
4522,2008,29.1895755585886,LCN,Latin America & Caribbean,True
4523,2008,16.6569817886533,WLD,World,True
4530,2008,11.1606287551238,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
4537,2008,11.4399549852905,EMU,Euro area,True
4540,2008,9.47387156015955,ECS,Europe & Central Asia,True
4544,2008,6.45158501915867,ECA,Europe & Central Asia (excluding high income),True
4548,2008,15.0816450798626,LTE,Late-demographic dividend,True
4560,2008,77.0470225009081,PRE,Pre-demographic dividend,True
4561,2008,5.64264695953204,TEC,Europe & Central Asia (IDA & IBRD countries),True
4568,2008,17.8640720779668,TEA,East Asia & Pacific (IDA & IBRD countries),True
4577,2008,69.9762964238958,SSF,Sub-Saharan Africa,True
4580,2008,41.4480675621599,TSA,South Asia (IDA & IBRD),True
4586,2008,12.456805484523,EUU,European Union,True
4589,2008,17.7862359678226,EAP,East Asia & Pacific (excluding high income),True
4594,2008,23.9229934529198,MIC,Middle income,True
4607,2008,81.2329236673649,HPC,Heavily indebted poor countries (HIPC),True
4615,2008,29.3729295120062,LAC,Latin America & Caribbean (excluding high income),True
4620,2008,11.1816613915187,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
4625,2008,14.735235141223,EAS,East Asia & Pacific,True
4634,2008,29.5066403419618,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
4636,2008,69.9762964238958,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
4646,2008,65.5967479591471,IDA,IDA total,True
4649,2008,28.4953543493719,SST,Small states,True
4652,2008,8.39672268148695,NAC,North America,True
4657,2008,25.9491221333158,EAR,Early-demographic dividend,True
4668,2008,7.81608678497236,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
4672,2008,78.1739617762925,LDC,Least developed countries: UN classification,True
4673,2008,69.991530551765,SSA,Sub-Saharan Africa (excluding high income),True
4689,2008,36.1920582047686,OSS,Other small states,True
4692,2008,12.1782191475117,CEB,Central Europe and the Baltics,True
4693,2008,71.6010224669511,IDX,IDA only,True
4694,2008,17.6316680788104,IBD,IBRD only,True
4702,2008,8.71866048862679,CSS,Caribbean small states,True
4715,2008,41.4480675621599,SAS,South Asia,True
4716,2008,23.1916933385608,IBT,IDA & IBRD total,True
4727,2008,9.51078406141571,OED,OECD members,True
4728,2008,5.13130870182265,ARB,Arab World,True
4735,2008,59.8816457785291,IDB,IDA blend,True
4742,2009,23.1681701232033,IBT,IDA & IBRD total,True
4746,2009,14.2636176245449,EAS,East Asia & Pacific,True
4751,2009,10.1205121168934,OED,OECD members,True
4760,2009,39.4741030953443,SAS,South Asia,True
4766,2009,7.6902671973751,MEA,"Middle East, North Africa, Afghanistan & Pakistan",True
4770,2009,8.57920034028073,CSS,Caribbean small states,True
4776,2009,30.2776979308636,SST,Small states,True
4777,2009,17.4829469844672,IBD,IBRD only,True
4790,2009,6.30497199994692,TEC,Europe & Central Asia (IDA & IBRD countries),True
4792,2009,77.5774660421546,PRE,Pre-demographic dividend,True
4795,2009,61.5456166448889,IDB,IDA blend,True
4800,2009,11.0947663614785,MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",True
4804,2009,15.0489853771052,LTE,Late-demographic dividend,True
4816,2009,39.4741030953443,TSA,South Asia (IDA & IBRD),True
4818,2009,82.3902132632194,AFW,Africa Western and Central,True
4820,2009,11.0799158086585,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
4827,2009,9.54731401320155,PST,Post-demographic dividend,True
4829,2009,30.2607803843605,LAC,Latin America & Caribbean (excluding high income),True
4831,2009,5.05522238152558,ARB,Arab World,True
4839,2009,25.4129390516275,EAR,Early-demographic dividend,True
4847,2009,70.0369831155563,SSF,Sub-Saharan Africa,True
4869,2009,17.0208227881363,TEA,East Asia & Pacific (IDA & IBRD countries),True
4873,2009,70.0532751561439,SSA,Sub-Saharan Africa (excluding high income),True
4876,2009,34.7113372093023,PSS,Pacific island small states,True
4880,2009,8.92392050805303,NAC,North America,True
4881,2009,25.2924412634656,LMY,Low & middle income,True
4883,2009,23.6037826745994,MIC,Middle income,True
4893,2009,13.7392384371762,CEB,Central Europe and the Baltics,True
4903,2009,13.6219724174621,EUU,European Union,True
4917,2009,39.4830543154762,OSS,Other small states,True
4920,2009,10.4249676128482,ECS,Europe & Central Asia,True
4924,2009,71.6363429921907,IDX,IDA only,True
4934,2009,70.0369831155563,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
4936,2009,66.5353503378893,IDA,IDA total,True
4939,2009,30.3669946466489,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
4947,2009,7.42803913844124,ECA,Europe & Central Asia (excluding high income),True
4949,2009,77.0426428856211,LDC,Least developed countries: UN classification,True
4962,2009,80.4451955986762,HPC,Heavily indebted poor countries (HIPC),True
4969,2009,17.0654993607187,WLD,World,True
4971,2009,30.0250169872657,LCN,Latin America & Caribbean,True
4980,2009,12.5287114348868,EMU,Euro area,True
4982,2009,16.97060416335,EAP,East Asia & Pacific (excluding high income),True
4988,2009,61.3046006287143,AFE,Africa Eastern and Southern,True
5000,2010,62.8763868126774,AFE,Africa Eastern and Southern,True
5002,2010,22.2914952493169,IBT,IDA & IBRD total,True
5007,2010,13.434787598045,EAS,East Asia & Pacific,True
5010,2010,65.4798262712482,IDA,IDA total,True
5012,2010,10.3743144709912,OED,OECD members,True
5019,2010,75.9030638297872,LDC,Least developed countries: UN classification,True
5027,2010,79.6115171074584,HPC,Heavily indebted poor countries (HIPC),True
5032,2010,16.7414815095897,WLD,World,True
5042,2010,7.81163686125183,ECA,Europe & Central Asia (excluding high income),True
5054,2010,70.5522525849335,TSS,Sub-Saharan Africa (IDA & IBRD countries),True
5057,2010,29.4185691870613,TLA,Latin America & the Caribbean (IDA & IBRD countries),True
5066,2010,40.1984612532443,OSS,Other small states,True
5071,2010,10.8681448886901,ECS,Europe & Central Asia,True
5073,2010,24.2911816358034,LMY,Low & middle income,True
5076,2010,70.5576135766612,IDX,IDA only,True
5082,2010,8.88269795903184,NAC,North America,True
5094,2010,15.7296949227323,EAP,East Asia & Pacific (excluding high income),True
5098,2010,22.6342653302965,MIC,Middle income,True
5106,2010,14.5716532675985,CEB,Central Europe and the Baltics,True
5112,2010,15.7610889736946,TEA,East Asia & Pacific (IDA & IBRD countries),True
5115,2010,70.5711431530206,SSA,Sub-Saharan Africa (excluding high income),True
5118,2010,29.6785326086957,PSS,Pacific island small states,True
5146,2010,24.8615971543891,EAR,Early-demographic dividend,True
5154,2010,14.469048952148,EUU,European Union,True
5157,2010,80.6878062215966,AFW,Africa Western and Central,True
5159,2010,11.1975121431898,TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",True
5163,2010,70.5522525849335,SSF,Sub-Saharan Africa,True
5165,2010,9.8170711241403,PST,Post-demographic dividend,True
